Input Text,Input File,Processed Text,Processed File,flag,username,timestamp
ajg kau bgst,C:\Users\BAV USER\Prac\Taufiq-ChallangeGold-DSC6 Radit\flagged\Input File\sample_13-03-2023_1509089nafm7xn.csv,xnjxng kamu bxngsxt,C:\Users\BAV USER\Prac\Taufiq-ChallangeGold-DSC6 Radit\flagged\Processed File\processed_fileqpjdjoon.csv,,,2023-05-08 12:35:50.603377
